artist,song,original_path,melody_path,instrument_program,instrument_name,track_name,n_notes,avg_pitch,bpm
Pet Shop Boys,Always.mid,data/clean_midi/Pet Shop Boys/Always.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Always.mid,11,Vibraphone,Vibraphone,124,69.20161290322581,128.0
Pet Shop Boys,Before.mid,data/clean_midi/Pet Shop Boys/Before.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Before.mid,80,Lead 1 (square),06BEFORE,270,65.22222222222223,124.000248000496
Pet Shop Boys,Being Boring.mid,data/clean_midi/Pet Shop Boys/Being Boring.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Being_Boring.mid,0,Acoustic Grand Piano,,459,62.57516339869281,120.0
Pet Shop Boys,Can You Forgive Her.mid,data/clean_midi/Pet Shop Boys/Can You Forgive Her.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Can_You_Forgive_Her.mid,61,Brass Section,,128,63.3125,123.00022140039852
Pet Shop Boys,Domino Dancing.mid,data/clean_midi/Pet Shop Boys/Domino Dancing.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Domino_Dancing.mid,73,Flute,MELODY,336,70.9702380952381,110.0009166743056
Pet Shop Boys,Go West.1.mid,data/clean_midi/Pet Shop Boys/Go West.1.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Go_West.1.mid,54,Synth Choir,Melody,431,70.47099767981439,115.0000287500072
Pet Shop Boys,Go West.2.mid,data/clean_midi/Pet Shop Boys/Go West.2.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Go_West.2.mid,60,French Horn,FR.HORN,255,69.7764705882353,120.0
Pet Shop Boys,Go West.3.mid,data/clean_midi/Pet Shop Boys/Go West.3.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Go_West.3.mid,0,Acoustic Grand Piano,leadsynth,270,70.29629629629629,115.00002875000716
Pet Shop Boys,Go West.4.mid,data/clean_midi/Pet Shop Boys/Go West.4.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Go_West.4.mid,80,Lead 1 (square),Melody,431,70.47099767981439,115.00002875000716
Pet Shop Boys,Go West.5.mid,data/clean_midi/Pet Shop Boys/Go West.5.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Go_West.5.mid,60,French Horn,HitBit  ,234,71.52991452991454,120.0
Pet Shop Boys,Go West.6.mid,data/clean_midi/Pet Shop Boys/Go West.6.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Go_West.6.mid,103,FX 8 (sci-fi),leadsynth,270,70.29629629629629,120.0
Pet Shop Boys,Go West.mid,data/clean_midi/Pet Shop Boys/Go West.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Go_West.mid,0,Acoustic Grand Piano,,308,70.07467532467533,120.0
Pet Shop Boys,Heart.1.mid,data/clean_midi/Pet Shop Boys/Heart.1.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Heart.1.mid,52,Choir Aahs,CHOIR AAHS,292,67.3972602739726,126.00012600012602
Pet Shop Boys,Heart.mid,data/clean_midi/Pet Shop Boys/Heart.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Heart.mid,52,Choir Aahs,Choir Aahs,292,67.3972602739726,126.000126000126
Pet Shop Boys,I Wouldnt Normally Do This Kind of Thing.mid,data/clean_midi/Pet Shop Boys/I Wouldnt Normally Do This Kind of Thing.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__I_Wouldnt_Normally_Do_This_Kind_of_Thing.mid,68,Oboe,Brass,136,72.1470588235294,134.00005806669182
Pet Shop Boys,It's Alright.mid,data/clean_midi/Pet Shop Boys/It's Alright.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__It's_Alright.mid,60,French Horn,FR.HORN,514,74.12451361867704,120.0
Pet Shop Boys,It's a Sin.1.mid,data/clean_midi/Pet Shop Boys/It's a Sin.1.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__It's_a_Sin.1.mid,87,Lead 8 (bass + lead),Syn Brass       ,278,73.23021582733813,127.500065000065
Pet Shop Boys,It's a Sin.3.mid,data/clean_midi/Pet Shop Boys/It's a Sin.3.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__It's_a_Sin.3.mid,62,Synth Brass 1,SYNBRASS 1,373,64.10455764075067,128.0
Pet Shop Boys,It's a Sin.4.mid,data/clean_midi/Pet Shop Boys/It's a Sin.4.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__It's_a_Sin.4.mid,87,Lead 8 (bass + lead),,278,73.23021582733813,127.500065000065
Pet Shop Boys,It's a Sin.mid,data/clean_midi/Pet Shop Boys/It's a Sin.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__It's_a_Sin.mid,57,Trombone,,473,76.53699788583509,126.00012600012602
Pet Shop Boys,Liberation.1.mid,data/clean_midi/Pet Shop Boys/Liberation.1.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Liberation.1.mid,73,Flute,,223,60.493273542600896,107.00012661681652
Pet Shop Boys,Liberation.mid,data/clean_midi/Pet Shop Boys/Liberation.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Liberation.mid,73,Flute,MELODY,223,60.493273542600896,107.00146235331884
Pet Shop Boys,Paninaro '95.1.mid,data/clean_midi/Pet Shop Boys/Paninaro '95.1.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Paninaro_'95.1.mid,53,Voice Oohs,PANINAR ,217,60.244239631336406,124.000248000496
Pet Shop Boys,Paninaro '95.mid,data/clean_midi/Pet Shop Boys/Paninaro '95.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Paninaro_'95.mid,53,Voice Oohs,PANINAR ,217,60.244239631336406,124.000248000496
Pet Shop Boys,Se a Vida E (That's the Way Life Is).1.mid,data/clean_midi/Pet Shop Boys/Se a Vida E (That's the Way Life Is).1.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Se_a_Vida_E_(That's_the_Way_Life_Is).1.mid,75,Pan Flute,Vocal,566,71.726148409894,91.99998773333496
Pet Shop Boys,Se a Vida E (That's the Way Life Is).mid,data/clean_midi/Pet Shop Boys/Se a Vida E (That's the Way Life Is).mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Se_a_Vida_E_(That's_the_Way_Life_Is).mid,71,Clarinet,,433,59.0554272517321,93.00004185001885
Pet Shop Boys,So Hard.1.mid,data/clean_midi/Pet Shop Boys/So Hard.1.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__So_Hard.1.mid,52,Choir Aahs,CHOIR AAHS,393,57.15521628498728,124.000248000496
Pet Shop Boys,So Hard.mid,data/clean_midi/Pet Shop Boys/So Hard.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__So_Hard.mid,52,Choir Aahs,Choir Aahs,393,57.15521628498728,124.000248000496
Pet Shop Boys,West End Girls.1.mid,data/clean_midi/Pet Shop Boys/West End Girls.1.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__West_End_Girls.1.mid,66,Tenor Sax,,157,58.64331210191083,114.0001710002565
Pet Shop Boys,West End Girls.2.mid,data/clean_midi/Pet Shop Boys/West End Girls.2.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__West_End_Girls.2.mid,66,Tenor Sax,,157,58.64331210191083,114.0001710002565
Pet Shop Boys,West End Girls.3.mid,data/clean_midi/Pet Shop Boys/West End Girls.3.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__West_End_Girls.3.mid,66,Tenor Sax,,157,58.64331210191083,113.99995440001824
Pet Shop Boys,West End Girls.4.mid,data/clean_midi/Pet Shop Boys/West End Girls.4.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__West_End_Girls.4.mid,56,Trumpet,Solo Tpt,112,73.05357142857143,114.00125401379417
Pet Shop Boys,West End Girls.mid,data/clean_midi/Pet Shop Boys/West End Girls.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__West_End_Girls.mid,80,Lead 1 (square),SQUAREWAVE,192,71.75520833333333,115.00201253521936
Pet Shop Boys,What Have I Done to Deserve This.mid,data/clean_midi/Pet Shop Boys/What Have I Done to Deserve This.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__What_Have_I_Done_to_Deserve_This.mid,61,Brass Section,MIDI,254,67.16929133858268,114.00125401379417
Pet Shop Boys,Where the Streets Have No Name.mid,data/clean_midi/Pet Shop Boys/Where the Streets Have No Name.mid,synthpop_data/processed/melodies_all/Pet_Shop_Boys__Where_the_Streets_Have_No_Name.mid,0,Acoustic Grand Piano,,336,70.28869047619048,127.000254000508
Robyn,Show Me Love.mid,data/clean_midi/Robyn/Show Me Love.mid,synthpop_data/processed/melodies_all/Robyn__Show_Me_Love.mid,73,Flute,(c)1997 TRAN TRACKS ,144,66.0,91.99998773333496
Simple Minds,Alive & Kicking.1.mid,data/clean_midi/Simple Minds/Alive & Kicking.1.mid,synthpop_data/processed/melodies_all/Simple_Minds__Alive_&_Kicking.1.mid,53,Voice Oohs,VOICE OOHS,152,67.21710526315789,103.00075533887248
Simple Minds,Alive & Kicking.mid,data/clean_midi/Simple Minds/Alive & Kicking.mid,synthpop_data/processed/melodies_all/Simple_Minds__Alive_&_Kicking.mid,53,Voice Oohs,,138,67.90579710144928,103.0000480666891
Simple Minds,Don't You (Forget About Me).1.mid,data/clean_midi/Simple Minds/Don't You (Forget About Me).1.mid,synthpop_data/processed/melodies_all/Simple_Minds__Don't_You_(Forget_About_Me).1.mid,91,Pad 4 (choir),Don't You Forget About Me,361,67.92520775623268,114.0001710002565
Simple Minds,Don't You (Forget About Me).2.mid,data/clean_midi/Simple Minds/Don't You (Forget About Me).2.mid,synthpop_data/processed/melodies_all/Simple_Minds__Don't_You_(Forget_About_Me).2.mid,65,Alto Sax,ALTO SAX,285,68.84561403508772,114.00125401379417
Simple Minds,Don't You (Forget About Me).3.mid,data/clean_midi/Simple Minds/Don't You (Forget About Me).3.mid,synthpop_data/processed/melodies_all/Simple_Minds__Don't_You_(Forget_About_Me).3.mid,73,Flute,Chant,385,80.16363636363636,102.49999187501484
Simple Minds,Don't You (Forget About Me).4.mid,data/clean_midi/Simple Minds/Don't You (Forget About Me).4.mid,synthpop_data/processed/melodies_all/Simple_Minds__Don't_You_(Forget_About_Me).4.mid,65,Alto Sax,,285,68.84561403508772,114.0001710002565
Simple Minds,Don't You (Forget About Me).mid,data/clean_midi/Simple Minds/Don't You (Forget About Me).mid,synthpop_data/processed/melodies_all/Simple_Minds__Don't_You_(Forget_About_Me).mid,65,Alto Sax,nameless,285,68.84561403508772,117.00008550012824
Simple Minds,Mandela Day.1.mid,data/clean_midi/Simple Minds/Mandela Day.1.mid,synthpop_data/processed/melodies_all/Simple_Minds__Mandela_Day.1.mid,2,Electric Grand Piano,M.Maselli**,466,66.30901287553648,96.0
Simple Minds,Mandela Day.mid,data/clean_midi/Simple Minds/Mandela Day.mid,synthpop_data/processed/melodies_all/Simple_Minds__Mandela_Day.mid,2,Electric Grand Piano,Mandela Day,466,66.30901287553648,96.0
Simple Minds,She's a River.1.mid,data/clean_midi/Simple Minds/She's a River.1.mid,synthpop_data/processed/melodies_all/Simple_Minds__She's_a_River.1.mid,87,Lead 8 (bass + lead),,417,61.0,93.00004185001885
Simple Minds,She's a River.mid,data/clean_midi/Simple Minds/She's a River.mid,synthpop_data/processed/melodies_all/Simple_Minds__She's_a_River.mid,65,Alto Sax,MELODY,516,61.18798449612403,93.000186000372
Soft Cell,Something's Gotten Hold of My Heart.mid,data/clean_midi/Soft Cell/Something's Gotten Hold of My Heart.mid,synthpop_data/processed/melodies_all/Soft_Cell__Something's_Gotten_Hold_of_My_Heart.mid,68,Oboe,OBOE,102,66.80392156862744,90.0009000090001
Soft Cell,Tainted Love.1.mid,data/clean_midi/Soft Cell/Tainted Love.1.mid,synthpop_data/processed/melodies_all/Soft_Cell__Tainted_Love.1.mid,0,Acoustic Grand Piano,Vocal-Lin,381,58.797900262467195,146.00742691111554
Soft Cell,Tainted Love.2.mid,data/clean_midi/Soft Cell/Tainted Love.2.mid,synthpop_data/processed/melodies_all/Soft_Cell__Tainted_Love.2.mid,81,Lead 2 (sawtooth),SAW WAVE,142,70.56338028169014,140.00046666822223
Soft Cell,Tainted Love.mid,data/clean_midi/Soft Cell/Tainted Love.mid,synthpop_data/processed/melodies_all/Soft_Cell__Tainted_Love.mid,65,Alto Sax,0190TAIN,271,59.11808118081181,144.00921658986175
Spandau Ballet,Gold.1.mid,data/clean_midi/Spandau Ballet/Gold.1.mid,synthpop_data/processed/melodies_all/Spandau_Ballet__Gold.1.mid,26,Electric Guitar (jazz),MIDI,354,61.0,143.03082314238722
Spandau Ballet,Gold.mid,data/clean_midi/Spandau Ballet/Gold.mid,synthpop_data/processed/melodies_all/Spandau_Ballet__Gold.mid,26,Electric Guitar (jazz),,354,61.0,143.00014300014297
Spandau Ballet,True.1.mid,data/clean_midi/Spandau Ballet/True.1.mid,synthpop_data/processed/melodies_all/Spandau_Ballet__True.1.mid,81,Lead 2 (sawtooth),Lead,242,60.3099173553719,100.0
Spandau Ballet,True.2.mid,data/clean_midi/Spandau Ballet/True.2.mid,synthpop_data/processed/melodies_all/Spandau_Ballet__True.2.mid,28,Electric Guitar (muted),MUTED GTR,126,70.55555555555556,100.0
Spandau Ballet,True.3.mid,data/clean_midi/Spandau Ballet/True.3.mid,synthpop_data/processed/melodies_all/Spandau_Ballet__True.3.mid,0,Acoustic Grand Piano,Vox Cue ,454,60.22466960352423,98.00270487465454
Spandau Ballet,True.mid,data/clean_midi/Spandau Ballet/True.mid,synthpop_data/processed/melodies_all/Spandau_Ballet__True.mid,0,Acoustic Grand Piano,Lead Vocal,242,60.3099173553719,100.0
Talk Talk,It's My Life.mid,data/clean_midi/Talk Talk/It's My Life.mid,synthpop_data/processed/melodies_all/Talk_Talk__It's_My_Life.mid,79,Ocarina,Pan Flute - Vocal Melody,180,75.36111111111111,125.0
Talk Talk,Such a Shame.mid,data/clean_midi/Talk Talk/Such a Shame.mid,synthpop_data/processed/melodies_all/Talk_Talk__Such_a_Shame.mid,82,Lead 3 (calliope),Melody  ,211,67.59715639810426,123.00123001230013
Tears for Fears,Everybody Wants To Rule The World.1.mid,data/clean_midi/Tears for Fears/Everybody Wants To Rule The World.1.mid,synthpop_data/processed/melodies_all/Tears_for_Fears__Everybody_Wants_To_Rule_The_World.1.mid,68,Oboe,Melody,221,72.16289592760181,110.00011000011
Tears for Fears,Everybody Wants To Rule The World.2.mid,data/clean_midi/Tears for Fears/Everybody Wants To Rule The World.2.mid,synthpop_data/processed/melodies_all/Tears_for_Fears__Everybody_Wants_To_Rule_The_World.2.mid,75,Pan Flute,Melody,221,72.16289592760181,109.99990833340972
Tears for Fears,Everybody Wants To Rule The World.3.mid,data/clean_midi/Tears for Fears/Everybody Wants To Rule The World.3.mid,synthpop_data/processed/melodies_all/Tears_for_Fears__Everybody_Wants_To_Rule_The_World.3.mid,81,Lead 2 (sawtooth),E.GTR/SAWT,234,58.61538461538461,111.000111000111
Tears for Fears,Everybody Wants To Rule The World.mid,data/clean_midi/Tears for Fears/Everybody Wants To Rule The World.mid,synthpop_data/processed/melodies_all/Tears_for_Fears__Everybody_Wants_To_Rule_The_World.mid,84,Lead 5 (charang),solo,76,69.1842105263158,110.0009166743056
Tears for Fears,Head Over Heels.mid,data/clean_midi/Tears for Fears/Head Over Heels.mid,synthpop_data/processed/melodies_all/Tears_for_Fears__Head_Over_Heels.mid,43,Contrabass,Voices,128,69.25,101.00006901671382
Tears for Fears,Laid So Low (Tears Roll Down).mid,data/clean_midi/Tears for Fears/Laid So Low (Tears Roll Down).mid,synthpop_data/processed/melodies_all/Tears_for_Fears__Laid_So_Low_(Tears_Roll_Down).mid,25,Acoustic Guitar (steel),PRG.CHANGE,170,64.51176470588236,115.00201253521936
Tears for Fears,Shout.1.mid,data/clean_midi/Tears for Fears/Shout.1.mid,synthpop_data/processed/melodies_all/Tears_for_Fears__Shout.1.mid,81,Lead 2 (sawtooth),Shout,409,72.71638141809291,95.00014250021376
Tears for Fears,Shout.2.mid,data/clean_midi/Tears for Fears/Shout.2.mid,synthpop_data/processed/melodies_all/Tears_for_Fears__Shout.2.mid,82,Lead 3 (calliope),Shout,362,72.53867403314918,98.00014373354414
Tears for Fears,Shout.3.mid,data/clean_midi/Tears for Fears/Shout.3.mid,synthpop_data/processed/melodies_all/Tears_for_Fears__Shout.3.mid,85,Lead 6 (voice),SOLO VOX,575,69.69391304347826,98.00078400627208
Tears for Fears,Shout.4.mid,data/clean_midi/Tears for Fears/Shout.4.mid,synthpop_data/processed/melodies_all/Tears_for_Fears__Shout.4.mid,75,Pan Flute,melodi,362,60.53867403314917,97.9999836666694
Tears for Fears,Shout.5.mid,data/clean_midi/Tears for Fears/Shout.5.mid,synthpop_data/processed/melodies_all/Tears_for_Fears__Shout.5.mid,82,Lead 3 (calliope),melodi,362,72.53867403314918,98.00014373354416
Tears for Fears,Shout.mid,data/clean_midi/Tears for Fears/Shout.mid,synthpop_data/processed/melodies_all/Tears_for_Fears__Shout.mid,81,Lead 2 (sawtooth),Shout,409,72.71638141809291,95.00014250021376
Tears for Fears,Sowing the Seeds of Love.1.mid,data/clean_midi/Tears for Fears/Sowing the Seeds of Love.1.mid,synthpop_data/processed/melodies_all/Tears_for_Fears__Sowing_the_Seeds_of_Love.1.mid,65,Alto Sax,0241SEED,380,64.23947368421052,143.50070471141632
The Cars,Bye Bye Love.mid,data/clean_midi/The Cars/Bye Bye Love.mid,synthpop_data/processed/melodies_all/The_Cars__Bye_Bye_Love.mid,66,Tenor Sax,Vocal,290,62.01034482758621,130.00013000013
The Cars,Drive.1.mid,data/clean_midi/The Cars/Drive.1.mid,synthpop_data/processed/melodies_all/The_Cars__Drive.1.mid,65,Alto Sax,,118,71.2457627118644,83.0000650167176
The Cars,Drive.2.mid,data/clean_midi/The Cars/Drive.2.mid,synthpop_data/processed/melodies_all/The_Cars__Drive.2.mid,65,Alto Sax,,118,71.2457627118644,82.99995020002989
The Cars,Drive.3.mid,data/clean_midi/The Cars/Drive.3.mid,synthpop_data/processed/melodies_all/The_Cars__Drive.3.mid,50,Synth Strings 1,Strings2            ,212,72.29716981132076,130.00013000013
The Cars,Drive.4.mid,data/clean_midi/The Cars/Drive.4.mid,synthpop_data/processed/melodies_all/The_Cars__Drive.4.mid,52,Choir Aahs,Drive,130,60.13846153846154,84.00008400008399
The Cars,Drive.5.mid,data/clean_midi/The Cars/Drive.5.mid,synthpop_data/processed/melodies_all/The_Cars__Drive.5.mid,65,Alto Sax,Melody,118,71.2457627118644,83.0000650167176
The Cars,Drive.mid,data/clean_midi/The Cars/Drive.mid,synthpop_data/processed/melodies_all/The_Cars__Drive.mid,65,Alto Sax,ALTO SAX,118,59.24576271186441,86.00054467011624
The Cars,Good Times Roll.1.mid,data/clean_midi/The Cars/Good Times Roll.1.mid,synthpop_data/processed/melodies_all/The_Cars__Good_Times_Roll.1.mid,54,Synth Choir,SYN VOX,282,72.68085106382979,109.00172586065946
The Cars,Good Times Roll.mid,data/clean_midi/The Cars/Good Times Roll.mid,synthpop_data/processed/melodies_all/The_Cars__Good_Times_Roll.mid,54,Synth Choir,,282,72.68085106382979,109.00014170018424
The Cars,It's All I Can Do.mid,data/clean_midi/The Cars/It's All I Can Do.mid,synthpop_data/processed/melodies_all/The_Cars__It's_All_I_Can_Do.mid,65,Alto Sax,Melody,275,59.236363636363635,120.0
The Cars,Just What I Needed.1.mid,data/clean_midi/The Cars/Just What I Needed.1.mid,synthpop_data/processed/melodies_all/The_Cars__Just_What_I_Needed.1.mid,85,Lead 6 (voice),,180,73.4,130.00013000013
The Cars,Just What I Needed.2.mid,data/clean_midi/The Cars/Just What I Needed.2.mid,synthpop_data/processed/melodies_all/The_Cars__Just_What_I_Needed.2.mid,85,Lead 6 (voice),Vocal,180,73.4,130.00013000013
The Cars,Just What I Needed.mid,data/clean_midi/The Cars/Just What I Needed.mid,synthpop_data/processed/melodies_all/The_Cars__Just_What_I_Needed.mid,80,Lead 1 (square),VOICE OOHS,134,65.76119402985074,130.0023833770286
The Cars,Let's Go.1.mid,data/clean_midi/The Cars/Let's Go.1.mid,synthpop_data/processed/melodies_all/The_Cars__Let's_Go.1.mid,73,Flute,Vocal,216,74.89351851851852,131.00007641671124
The Cars,Let's Go.2.mid,data/clean_midi/The Cars/Let's Go.2.mid,synthpop_data/processed/melodies_all/The_Cars__Let's_Go.2.mid,44,Tremolo Strings,doctorsolo,310,64.23225806451613,131.00007641671124
The Cars,Let's Go.3.mid,data/clean_midi/The Cars/Let's Go.3.mid,synthpop_data/processed/melodies_all/The_Cars__Let's_Go.3.mid,87,Lead 8 (bass + lead),,216,62.89351851851852,131.00007641671124
The Cars,Let's Go.mid,data/clean_midi/The Cars/Let's Go.mid,synthpop_data/processed/melodies_all/The_Cars__Let's_Go.mid,87,Lead 8 (bass + lead),BASS&LEAD,216,62.89351851851852,131.0015065173249
The Cars,My Best Friend's Girl.mid,data/clean_midi/The Cars/My Best Friend's Girl.mid,synthpop_data/processed/melodies_all/The_Cars__My_Best_Friend's_Girl.mid,56,Trumpet,Vocals,543,73.21915285451198,120.0
The Cars,Shake It Up.mid,data/clean_midi/The Cars/Shake It Up.mid,synthpop_data/processed/melodies_all/The_Cars__Shake_It_Up.mid,7,Clavinet,SYNTH LINE,598,58.82943143812709,151.00037750094376
The Cars,Tonight She Comes.mid,data/clean_midi/The Cars/Tonight She Comes.mid,synthpop_data/processed/melodies_all/The_Cars__Tonight_She_Comes.mid,65,Alto Sax,Lead vocal,217,68.61751152073732,145.00003625000906
The Cars,You Might Think.1.mid,data/clean_midi/The Cars/You Might Think.1.mid,synthpop_data/processed/melodies_all/The_Cars__You_Might_Think.1.mid,80,Lead 1 (square),,207,62.98550724637681,137.99987580011177
The Cars,You Might Think.2.mid,data/clean_midi/The Cars/You Might Think.2.mid,synthpop_data/processed/melodies_all/The_Cars__You_Might_Think.2.mid,73,Flute,,131,75.1145038167939,137.99987580011177
The Cars,You Might Think.3.mid,data/clean_midi/The Cars/You Might Think.3.mid,synthpop_data/processed/melodies_all/The_Cars__You_Might_Think.3.mid,80,Lead 1 (square),SQUAREWAVE,207,62.98550724637681,138.000828004968
The Cars,You Might Think.mid,data/clean_midi/The Cars/You Might Think.mid,synthpop_data/processed/melodies_all/The_Cars__You_Might_Think.mid,80,Lead 1 (square),,207,62.98550724637681,138.00019320027047
The Human League,Don't You Want Me.mid,data/clean_midi/The Human League/Don't You Want Me.mid,synthpop_data/processed/melodies_all/The_Human_League__Don't_You_Want_Me.mid,75,Pan Flute,PAN FLUTE,245,72.7591836734694,118.0010620095581
The Human League,Tell Me When.mid,data/clean_midi/The Human League/Tell Me When.mid,synthpop_data/processed/melodies_all/The_Human_League__Tell_Me_When.mid,17,Percussive Organ,MELODY,444,72.08558558558559,120.0
Ultravox,Vienna.mid,data/clean_midi/Ultravox/Vienna.mid,synthpop_data/processed/melodies_all/Ultravox__Vienna.mid,68,Oboe,Vienna,179,70.62011173184358,72.0000288000115
Visage,Fade to Gray.mid,data/clean_midi/Visage/Fade to Gray.mid,synthpop_data/processed/melodies_all/Visage__Fade_to_Gray.mid,80,Lead 1 (square),FM Funk Synth   ,164,54.85365853658536,115.00002875000716
Visage,Fade to Grey.mid,data/clean_midi/Visage/Fade to Grey.mid,synthpop_data/processed/melodies_all/Visage__Fade_to_Grey.mid,54,Synth Choir,Vocal Melody,100,66.08,112.0000597333652
Wham!,Careless Whisper.1.mid,data/clean_midi/Wham!/Careless Whisper.1.mid,synthpop_data/processed/melodies_all/Wham!__Careless_Whisper.1.mid,66,Tenor Sax,Tenor Sax           ,155,66.70967741935483,77.99997660000702
Wham!,Careless Whisper.2.mid,data/clean_midi/Wham!/Careless Whisper.2.mid,synthpop_data/processed/melodies_all/Wham!__Careless_Whisper.2.mid,66,Tenor Sax,Tenor Sax           ,155,66.70967741935483,78.00007800007802
Wham!,Careless Whisper.mid,data/clean_midi/Wham!/Careless Whisper.mid,synthpop_data/processed/melodies_all/Wham!__Careless_Whisper.mid,66,Tenor Sax,Tenor Sax           ,155,66.70967741935483,78.00007800007802
Wham!,Everything She Wants.1.mid,data/clean_midi/Wham!/Everything She Wants.1.mid,synthpop_data/processed/melodies_all/Wham!__Everything_She_Wants.1.mid,52,Choir Aahs,,161,56.11801242236025,115.0000287500072
Wham!,Everything She Wants.mid,data/clean_midi/Wham!/Everything She Wants.mid,synthpop_data/processed/melodies_all/Wham!__Everything_She_Wants.mid,100,FX 5 (brightness),Vocal,577,70.12478336221837,110.05502751375688
Wham!,If You Were There.mid,data/clean_midi/Wham!/If You Were There.mid,synthpop_data/processed/melodies_all/Wham!__If_You_Were_There.mid,75,Pan Flute,,339,74.55457227138643,127.000254000508
Yazoo,Don't Go.mid,data/clean_midi/Yazoo/Don't Go.mid,synthpop_data/processed/melodies_all/Yazoo__Don't_Go.mid,62,Synth Brass 1,SYNBRASS 1,361,70.81440443213296,128.0
Yazoo,Situation.mid,data/clean_midi/Yazoo/Situation.mid,synthpop_data/processed/melodies_all/Yazoo__Situation.mid,83,Lead 4 chiff,CHIFFER LD,118,74.78813559322033,92.00055200331204
a-ha,Hunting High and Low.mid,data/clean_midi/a-ha/Hunting High and Low.mid,synthpop_data/processed/melodies_all/a-ha__Hunting_High_and_Low.mid,48,String Ensemble 1,melody,244,72.29508196721312,100.0
a-ha,Take On Me.6.mid,data/clean_midi/a-ha/Take On Me.6.mid,synthpop_data/processed/melodies_all/a-ha__Take_On_Me.6.mid,62,Synth Brass 1,SynthBrs1,128,76.6875,155.00031000062
a-ha,The Living Daylights.1.mid,data/clean_midi/a-ha/The Living Daylights.1.mid,synthpop_data/processed/melodies_all/a-ha__The_Living_Daylights.1.mid,53,Voice Oohs,,178,70.24719101123596,120.99994353335968
a-ha,The Living Daylights.mid,data/clean_midi/a-ha/The Living Daylights.mid,synthpop_data/processed/melodies_all/a-ha__The_Living_Daylights.mid,53,Voice Oohs,Backing Vox,178,70.24719101123596,120.99994353335968
a-ha,The Sun Always Shines on TV.mid,data/clean_midi/a-ha/The Sun Always Shines on TV.mid,synthpop_data/processed/melodies_all/a-ha__The_Sun_Always_Shines_on_TV.mid,48,String Ensemble 1,The Sun Always Shines On T.V.(For SC-88VL)                      ,197,74.00507614213198,132.000132000132
